,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
134,8.0,2.0,15.0,15.0,17.0,23.0,24.0,10.0,14.0,12.0,21.0,21.0,21.0,24.0,16.0,12.0,4.0,3.0,19.0,14.0,19.0
135,2.0,2.0,18.0,20.0,19.0,21.0,22.0,11.0,11.0,14.0,21.0,21.0,21.0,21.0,7.0,7.0,5.0,8.0,22.0,20.0,21.0
136,14.0,14.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,17.0,16.0,16.0,18.0,15.0,13.0,15.0,13.0,13.0,14.0,13.0,15.0
137,0.0,1.0,20.0,18.0,21.0,22.0,22.0,11.0,11.0,12.0,23.0,22.0,20.0,23.0,4.0,4.0,3.0,8.0,23.0,22.0,24.0
138,14.0,12.0,14.0,14.0,13.0,18.0,19.0,19.0,16.0,16.0,15.0,17.0,16.0,18.0,18.0,14.0,13.0,14.0,12.0,12.0,10.0
139,4.0,4.0,16.0,18.0,18.0,22.0,22.0,14.0,13.0,13.0,21.0,20.0,18.0,23.0,12.0,7.0,4.0,9.0,17.0,17.0,22.0
140,1.0,0.0,17.0,18.0,21.0,24.0,23.0,12.0,11.0,12.0,20.0,21.0,23.0,24.0,15.0,0.0,2.0,12.0,24.0,23.0,11.0
141,5.0,5.0,18.0,17.0,18.0,20.0,21.0,14.0,10.0,15.0,20.0,20.0,20.0,20.0,8.0,9.0,10.0,10.0,18.0,19.0,17.0
142,13.0,13.0,16.0,13.0,14.0,17.0,18.0,17.0,17.0,16.0,16.0,17.0,16.0,17.0,17.0,14.0,13.0,13.0,12.0,12.0,13.0
143,8.0,7.0,16.0,15.0,17.0,22.0,19.0,16.0,16.0,17.0,17.0,18.0,15.0,22.0,15.0,9.0,9.0,10.0,16.0,16.0,14.0
144,1.0,3.0,17.0,19.0,17.0,23.0,24.0,12.0,11.0,12.0,20.0,22.0,22.0,22.0,8.0,6.0,5.0,7.0,21.0,20.0,22.0
145,7.0,4.0,15.0,13.0,18.0,24.0,23.0,19.0,14.0,15.0,18.0,20.0,13.0,24.0,22.0,12.0,8.0,10.0,14.0,12.0,9.0
146,9.0,5.0,17.0,16.0,16.0,20.0,21.0,16.0,14.0,13.0,19.0,19.0,18.0,22.0,11.0,11.0,9.0,7.0,17.0,15.0,19.0
147,10.0,8.0,17.0,15.0,17.0,18.0,19.0,14.0,14.0,15.0,19.0,19.0,18.0,20.0,13.0,10.0,11.0,8.0,15.0,18.0,16.0
148,6.0,5.0,17.0,17.0,16.0,21.0,22.0,14.0,13.0,14.0,19.0,19.0,20.0,19.0,11.0,6.0,8.0,10.0,18.0,20.0,19.0
149,1.0,1.0,16.0,17.0,21.0,24.0,24.0,11.0,10.0,13.0,21.0,22.0,22.0,23.0,10.0,7.0,5.0,6.0,20.0,20.0,20.0
150,5.0,4.0,17.0,17.0,17.0,22.0,22.0,13.0,13.0,15.0,19.0,19.0,20.0,20.0,12.0,8.0,6.0,8.0,20.0,18.0,19.0
151,9.0,10.0,16.0,12.0,13.0,22.0,22.0,20.0,17.0,14.0,16.0,16.0,16.0,20.0,20.0,9.0,9.0,8.0,17.0,13.0,15.0
152,2.0,4.0,17.0,20.0,16.0,22.0,23.0,13.0,11.0,15.0,19.0,19.0,22.0,21.0,10.0,6.0,6.0,6.0,21.0,20.0,21.0
153,2.0,2.0,19.0,19.0,19.0,22.0,21.0,12.0,12.0,12.0,21.0,20.0,22.0,22.0,8.0,7.0,5.0,8.0,20.0,19.0,22.0
